sample_id,text,target
sms_1512,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0
sms_1513,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0
sms_1515,K:)all the best:)congrats...,0
sms_1516,I wonder if you'll get this text?,0
sms_1517,I need to come home and give you some good lovin...,0
sms_1518,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1
sms_1520,Check wid corect speling i.e. Sarcasm,0
sms_1523,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,0
sms_1525,Hi:)cts employee how are you?,0
sms_1526,Pls pls find out from aunt nike.,0
sms_1530,Should I have picked up a receipt or something earlier,0
sms_1532,Oh dang! I didn't mean o send that to you! Lol!,0
sms_1533,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,0
sms_1534,Horrible bf... I now v hungry...,0
sms_1536,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1
sms_1538,All sounds good. Fingers . Makes it difficult to type,0
sms_1539,Midnight at the earliest,0
sms_1545,After completed degree. There is no use in joining finance.,0
sms_1547,Shant disturb u anymore... Jia you...,0
sms_1548,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0
sms_1550,Dude sux for snake. He got old and raiden got buff,0
sms_1551,He says hi and to get your ass back to south tampa (preferably at a kegger),0
sms_1552,In e msg jus now. U said thanks for gift.,0
sms_1554,Ok how you dear. Did you call chechi,0
sms_1557,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),0
sms_1558,Wat r u doing?,0
sms_1560,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0
sms_1561,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0
sms_1563,Dude just saw a parked car with its sunroof popped up. Sux,0
sms_1564,Get ready to put on your excellent sub face :),0
sms_1566,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0
sms_1569,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0
sms_1572,Near kalainar tv office.thenampet,0
sms_1574,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1
sms_1576,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0
sms_1577,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,0
sms_1580,"Why is that, princess? I bet the brothas are all chasing you!",0
sms_1585,"Sorry, I'll call later",0
sms_1586,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,0
sms_1589,At 4. Let's go to bill millers,0
sms_1590,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,0
sms_1592,That's my honeymoon outfit. :),0
sms_1594,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,1
sms_1596,Pls confirm the time to collect the cheque.,0
sms_1597,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,1
sms_1598,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1
sms_1599,Daddy will take good care of you :),0
sms_1600,"Yeah probably, I still gotta check out with leo",0
sms_1602,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,0
sms_1603,Ok pa. Nothing problem:-),0
sms_1604,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,0
sms_1606,When you came to hostel.,0
sms_1608,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,0
sms_1609,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0
sms_1610,You all ready for * big day tomorrow?,0
sms_1611,I'll probably be around mu a lot,0
sms_1612,645,0
sms_1613,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,1
sms_1614,Thnx dude. u guys out 2nite?,0
sms_1616,Mm i had my food da from out,0
sms_1617,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0
sms_1618,Did u download the fring app?,0
sms_1623,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1
sms_1625,500 free text msgs. Just text ok to 80488 and we'll credit your account,1
sms_1626,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0
sms_1627,Dear how you. Are you ok?,0
sms_1628,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",1
sms_1629,Yes princess! I want to make you happy...,0
sms_1632,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0
sms_1634,Yesterday its with me only . Now am going home.,0
sms_1636,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",0
sms_1637,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0
sms_1638,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",1
sms_1641,"Alright, we're all set here, text the man",0
sms_1642,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0
sms_1643,Sleeping nt feeling well,0
sms_1644,U WILL SWITCH YOUR FONE ON DAMMIT!!,0
sms_1645,India have to take lead:),0
sms_1648,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",0
sms_1650,ITS A LAPTOP TAKE IT WITH YOU.,0
sms_1651,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0
sms_1653,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",1
sms_1654,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,0
sms_1657,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),0
sms_1659,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,1
sms_1660,"Yeah, where's your class at?",0
sms_1663,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,1
sms_1665,Ü v ma fan...,0
sms_1667,Guess who spent all last night phasing in and out of the fourth dimension,0
sms_1668,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,0
sms_1670,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",0
sms_1673,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,1
sms_1677,"Yeah, that's fine! It's £6 to get in, is that ok?",0
sms_1679,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0
sms_1681,Okay... We wait ah,0
sms_1682,Y lei?,0
sms_1683,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,0
sms_1684,Already am squatting is the new way of walking,0
sms_1685,Do you want bold 2 or bb torch,0
sms_1689,Nan sonathaya soladha. Why boss?,0
sms_1690,Bring tat cd don forget,0
sms_1692,I don't know but I'm raping dudes at poker,0
sms_1693,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,0
sms_1694,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0
sms_1695,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?,0
sms_1696,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,0
sms_1698,Hai priya are you right. What doctor said pa. Where are you.,0
sms_1700,Ok...,0
sms_1701,Please ask mummy to call father,0
sms_1703,I have lost 10 kilos as of today!,0
sms_1704,Just taste fish curry :-P,0
sms_1707,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,0
sms_1708,Was doing my test earlier. I appreciate you. Will call you tomorrow.,0
sms_1709,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",0
sms_1710,U meet other fren dun wan meet me ah... Muz b a guy rite...,0
sms_1711,"(No promises on when though, haven't even gotten dinner yet)",0
sms_1713,o turns out i had stereo love on mi phone under the unknown album.,0
sms_1714,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1
sms_1715,Yeah I don't see why not,0
sms_1716,Asking do u knw them or nt? May be ur frnds or classmates?,0
sms_1717,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0
sms_1718,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,1
sms_1721,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0
sms_1722,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,0
sms_1724,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",0
sms_1725,There bold 2  &lt;#&gt; . Is that yours,0
sms_1726,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,0
sms_1729,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
sms_1730,Lol yeah at this point I guess not,0
sms_1731,Doing project w frens lor.,0
sms_1732,Lol. Well quality aint bad at all so i aint complaining,0
sms_1733,"K, can that happen tonight?",0
sms_1735,"I think we're going to finn's now, come",0
sms_1736,Why tired what special there you had,0
sms_1738,I cant pick the phone right now. Pls send a message,0
sms_1740,U guys never invite me anywhere :(,0
sms_1742,I can do that! I want to please you both inside and outside the bedroom...,0
sms_1743,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,0
sms_1746,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0
sms_1747,I don know account details..i will ask my mom and send you.my mom is out of reach now.,0
sms_1749,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0
sms_1750,DO NOT B LATE LOVE MUM,0
sms_1753,Give one miss from that number please,0
sms_1755,How is your schedule next week? I am out of town this weekend.,0
sms_1756,Really good:)dhanush rocks once again:),0
sms_1759,Sorry i'm not free...,0
sms_1760,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0
sms_1761,Nt yet chikku..simple habba..hw abt u?,0
sms_1763,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,0
sms_1764,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0
sms_1766,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0
sms_1769,How. Its a little difficult but its a simple way to enter this place,0
sms_1772,Watching tv now. I got new job :),0
sms_1773,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",0
sms_1774,"I'm not coming over, do whatever you want",0
sms_1775,"Its ok chikku, and its my 1 of favourite song..:-)",0
sms_1776,Did u see what I posted on your Facebook?,0
sms_1777,Call FREEPHONE 0800 542 0578 now!,1
sms_1778,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,1
sms_1782,";-( oh well, c u later",0
sms_1783,My uncles in Atlanta. Wish you guys a great semester.,0
sms_1784,No dear i do have free messages without any recharge. Hi hi hi,0
sms_1787,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0
sms_1788,Yes:)sura in sun tv.:)lol.,0
sms_1790,Takin a shower now but yeah I'll leave when I'm done,0
sms_1791,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,0
sms_1793,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1
sms_1795,How much i gave to you. Morning.,0
sms_1797,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",0
sms_1799,That one week leave i put know that time. Why.,0
sms_1800,"If we hit it off, you can move in with me :)",0
sms_1804,I'm in class. Did you get my text.,0
sms_1805,The bus leaves at  &lt;#&gt;,0
sms_1806,God bless.get good sleep my dear...i will pray!,0
sms_1807,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,1
sms_1810,"Aight, I'll ask a few of my roommates",0
sms_1812,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,0
sms_1815,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0
sms_1817,Are you going to write ccna exam this week??,0
sms_1818,Well i will watch shrek in 3D!!B),0
sms_1819,Am i that much dirty fellow?,0
sms_1820,Dunno dat's wat he told me. Ok lor...,0
sms_1821,I'll probably be by tomorrow (or even later tonight if something's going on),0
sms_1822,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,0
sms_1823,If you're thinking of lifting me one then no.,0
sms_1824,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,0
sms_1825,Sent me ur email id soon,0
sms_1826,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
sms_1827,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",0
sms_1829,May i call You later Pls,0
sms_1830,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",1
sms_1831,That's the way you should stay oh.,0
sms_1833,What time is ur flight tmr?,0
sms_1834,When should I come over?,0
sms_1836,* Will be september by then!,0
sms_1837,Are you wet right now?,0
sms_1839,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",1
sms_1840,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0
sms_1842,I am in your office na.,0
sms_1843,Are you comingdown later?,0
sms_1844,Super da:)good replacement for murali,0
sms_1845,Da is good good player.why he is unsold.,0
sms_1848,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",1
sms_1849,I dont want to hear philosophy. Just say what happen,0
sms_1851,Then cant get da laptop? My matric card wif ü lei...,0
sms_1852,Dunno da next show aft 6 is 850. Toa payoh got 650.,0
sms_1853,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",1
sms_1854,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,0
sms_1855,They did't play one day last year know even though they have very good team.. Like india.,0
sms_1856,K.:)you are the only girl waiting in reception ah?,0
sms_1858,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,0
sms_1861,"It could work, we'll reach a consensus at the next meeting",0
sms_1862,Aiyah then i wait lor. Then u entertain me. Hee...,0
sms_1864,I'll let you know when it kicks in,0
sms_1866,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,0
sms_1868,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,0
sms_1871,"Aight, I'll text you when I'm back",0
sms_1874,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,1
sms_1875,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,1
sms_1876,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1
sms_1877,Watching tv now. I got new job :),0
sms_1880,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,1
sms_1881,Just seeing your missed call my dear brother. Do have a gr8 day.,0
sms_1882,Ok.. Ü finishing soon?,0
sms_1883,"Sorry, I can't help you on this.",0
sms_1884,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",0
sms_1886,I think asking for a gym is the excuse for lazy people. I jog.,0
sms_1887,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1
sms_1888,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,1
sms_1889,No. On the way home. So if not for the long dry spell the season would have been over,0
sms_1890,I gotta collect da car at 6 lei.,0
sms_1892,Probably earlier than that if the station's where I think it is,0
sms_1894,Good Morning plz call me sir,0
sms_1895,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",1
sms_1896,"Uh, heads up we don't have THAT much left",0
sms_1897,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,0
sms_1898,"Aight, sounds good. When do you want me to come down?",0
sms_1900,I love working from home :),0
sms_1902,"Sorry, I'll call later",0
sms_1903,My sister got placed in birla soft da:-),0
sms_1904,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1
sms_1906,"There're some people by mu, I'm at the table by lambda",0
sms_1907,And stop being an old man. You get to build snowman snow angels and snowball fights.,0
sms_1908,ELLO BABE U OK?,0
sms_1910,Then u going ikea str aft dat?,0
sms_1912,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,0
sms_1913,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,0
sms_1914,You want to go?,0
sms_1915,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,1
sms_1916,Its not that time of the month nor mid of the time?,0
sms_1918,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,0
sms_1922,No current and food here. I am alone also,0
sms_1924,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,0
sms_1926,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,0
sms_1927,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",0
sms_1928,Omg it could snow here tonite!,0
sms_1929,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1
sms_1930,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,1
sms_1931,Carry on not disturbing both of you,0
sms_1933,Jus finished avatar nigro,0
sms_1934,R u over scratching it?,0
sms_1935,Hope you are having a great day.,0
sms_1938,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",0
sms_1941,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,0
sms_1943,K...k:)why cant you come here and search job:),0
sms_1949,I cant pick the phone right now. Pls send a message,0
sms_1951,Oh ic. I thought you meant mary jane.,0
sms_1953,Nah im goin 2 the wrks with j wot bout u?,0
sms_1955,Good night. Am going to sleep.,0
sms_1957,K...k:)why cant you come here and search job:),0
sms_1958,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,0
sms_1959,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",0
sms_1960,Howz that persons story,0
sms_1961,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,1
sms_1962,LOL that would be awesome payback.,0
sms_1963,it to 80488. Your 500 free text messages are valid until 31 December 2005.,1
sms_1965,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0
sms_1968,Even i cant close my eyes you are in me our vava playing umma :-D,0
sms_1971,Nvm it's ok...,0
sms_1972,Enjoy ur life. . Good night,0
sms_1973,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,0
sms_1974,I had askd u a question some hours before. Its answer,0
sms_1975,Thats cool. Where should i cum? On you or in you? :),0
sms_1976,Delhi and chennai still silent.,0
sms_1979,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,0
sms_1981,"Sorry, I'll call later",0
sms_1982,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",0
sms_1986,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,0
sms_1987,S..antha num corrct dane,0
sms_1989,"Sorry, I'll call later",0
sms_1990,The basket's gettin full so I might be by tonight,0
sms_1991,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,0
sms_1992,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,0
sms_1993,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1
sms_1994,Eh den sat u book e kb liao huh...,0
sms_1998,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",0
sms_2003,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,1
sms_2004,S....s...india going to draw the series after many years in south african soil..,0
sms_2005,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",0
sms_2006,Can't take any major roles in community outreach. You rock mel,0
sms_2007,Shopping lor. Them raining mah hard 2 leave orchard.,0
sms_2008,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,0
sms_2009,See the forwarding message for proof,0
sms_2012,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",0
sms_2013,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",0
sms_2014,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,1
sms_2016,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,0
sms_2021,Anything lor but toa payoh got place 2 walk meh...,0
sms_2022,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",0
sms_2024,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,0
sms_2025,U having lunch alone? I now so bored...,0
sms_2026,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon!",0
sms_2027,"Nah man, my car is meant to be crammed full of people",0
sms_2029,Kallis is ready for bat in 2nd innings,0
sms_2031,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",0
sms_2032,"I noe la... U wana pei bf oso rite... K lor, other days den...",0
sms_2033,"Yes, i'm small kid.. And boost is the secret of my energy..",0
sms_2035,Is avatar supposed to have subtoitles,0
sms_2037,You can jot down things you want to remember later.,0
sms_2038,Oh sorry please its over,0
sms_2039,Hey are we going for the lo lesson or gym?,0
sms_2040,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",0
sms_2043,"Me not waking up until 4 in the afternoon, sup",0
sms_2044,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,1
sms_2045,I can send you a pic if you like :),0
sms_2046,Okay... I booked all already... Including the one at bugis.,0
sms_2048,No de. But call me after some time. Ill tell you k,0
sms_2050,How much is blackberry bold2 in nigeria.,0
sms_2052,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,0
sms_2053,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",1
sms_2055,Y so late but i need to go n get da laptop...,0
sms_2057,.Please charge my mobile when you get up in morning.,0
sms_2059,Ugh fuck it I'm resubbing to eve,0
sms_2061,I did. One slice and one breadstick. Lol,0
sms_2062,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",0
sms_2065,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0
sms_2067,Then. You are eldest know.,0
sms_2068,Who's there say hi to our drugdealer,0
sms_2069,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,0
sms_2071,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,1
sms_2073,That is wondarfull song,0
sms_2074,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",1
